frame.number,frame.time,frame.time_relative,frame.time_delta,ip.src,ip.dst,ip.proto,frame.len,frame.protocols,data.len
"366","May 24, 2022 23:02:42.413960700 PDT","0.092389300","0.000005700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"367","May 24, 2022 23:02:42.413963300 PDT","0.092391900","0.000002600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"368","May 24, 2022 23:02:42.414195800 PDT","0.092624400","0.000232500","172.17.0.2","173.194.12.135","17","75","eth:ethertype:ip:udp:data","33"
"369","May 24, 2022 23:02:42.414346700 PDT","0.092775300","0.000150900","172.17.0.2","173.194.12.135","17","75","eth:ethertype:ip:udp:data","33"
"370","May 24, 2022 23:02:42.422548100 PDT","0.100976700","0.008201400","172.17.0.2","173.194.12.135","17","75","eth:ethertype:ip:udp:data","33"
"371","May 24, 2022 23:02:42.433731100 PDT","0.112159700","0.011183000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"372","May 24, 2022 23:02:42.433732200 PDT","0.112160800","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"373","May 24, 2022 23:02:42.433732800 PDT","0.112161400","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"374","May 24, 2022 23:02:42.433733400 PDT","0.112162000","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"375","May 24, 2022 23:02:42.433734000 PDT","0.112162600","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"376","May 24, 2022 23:02:42.433734600 PDT","0.112163200","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"377","May 24, 2022 23:02:42.433735300 PDT","0.112163900","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"378","May 24, 2022 23:02:42.433735900 PDT","0.112164500","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"379","May 24, 2022 23:02:42.433761000 PDT","0.112189600","0.000025100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"380","May 24, 2022 23:02:42.433761800 PDT","0.112190400","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"381","May 24, 2022 23:02:42.433762400 PDT","0.112191000","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"382","May 24, 2022 23:02:42.433888100 PDT","0.112316700","0.000125700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"383","May 24, 2022 23:02:42.433889000 PDT","0.112317600","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"384","May 24, 2022 23:02:42.433889600 PDT","0.112318200","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"385","May 24, 2022 23:02:42.433890300 PDT","0.112318900","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"386","May 24, 2022 23:02:42.433890900 PDT","0.112319500","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"387","May 24, 2022 23:02:42.433979900 PDT","0.112408500","0.000089000","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"388","May 24, 2022 23:02:42.434012300 PDT","0.112440900","0.000032400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"389","May 24, 2022 23:02:42.434013700 PDT","0.112442300","0.000001400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"390","May 24, 2022 23:02:42.434014800 PDT","0.112443400","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"391","May 24, 2022 23:02:42.434015700 PDT","0.112444300","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"392","May 24, 2022 23:02:42.434057500 PDT","0.112486100","0.000041800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"393","May 24, 2022 23:02:42.434059300 PDT","0.112487900","0.000001800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"394","May 24, 2022 23:02:42.434060200 PDT","0.112488800","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"395","May 24, 2022 23:02:42.434061700 PDT","0.112490300","0.000001500","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"396","May 24, 2022 23:02:42.434074600 PDT","0.112503200","0.000012900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"397","May 24, 2022 23:02:42.434080700 PDT","0.112509300","0.000006100","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"398","May 24, 2022 23:02:42.434083000 PDT","0.112511600","0.000002300","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"399","May 24, 2022 23:02:42.434134200 PDT","0.112562800","0.000051200","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"400","May 24, 2022 23:02:42.434142100 PDT","0.112570700","0.000007900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"401","May 24, 2022 23:02:42.434143300 PDT","0.112571900","0.000001200","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"402","May 24, 2022 23:02:42.434196200 PDT","0.112624800","0.000052900","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"403","May 24, 2022 23:02:42.434338900 PDT","0.112767500","0.000142700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"404","May 24, 2022 23:02:42.434340500 PDT","0.112769100","0.000001600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"405","May 24, 2022 23:02:42.434341600 PDT","0.112770200","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"406","May 24, 2022 23:02:42.434342400 PDT","0.112771000","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"407","May 24, 2022 23:02:42.434343200 PDT","0.112771800","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"408","May 24, 2022 23:02:42.434343900 PDT","0.112772500","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"409","May 24, 2022 23:02:42.434344900 PDT","0.112773500","0.000001000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"410","May 24, 2022 23:02:42.434346000 PDT","0.112774600","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"411","May 24, 2022 23:02:42.434369300 PDT","0.112797900","0.000023300","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"412","May 24, 2022 23:02:42.434370200 PDT","0.112798800","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"413","May 24, 2022 23:02:42.434371200 PDT","0.112799800","0.000001000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"414","May 24, 2022 23:02:42.434372400 PDT","0.112801000","0.000001200","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"415","May 24, 2022 23:02:42.434410600 PDT","0.112839200","0.000038200","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"416","May 24, 2022 23:02:42.434411600 PDT","0.112840200","0.000001000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"417","May 24, 2022 23:02:42.434412400 PDT","0.112841000","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"418","May 24, 2022 23:02:42.434420400 PDT","0.112849000","0.000008000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"419","May 24, 2022 23:02:42.434436900 PDT","0.112865500","0.000016500","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
