frame.number,frame.time,frame.time_relative,frame.time_delta,ip.src,ip.dst,ip.proto,frame.len,frame.protocols,data.len
"109","May 24, 2022 22:40:30.520423400 PDT","0.201130700","0.000064500","172.17.0.2","172.217.14.86","17","75","eth:ethertype:ip:udp:data","33"
"110","May 24, 2022 22:40:30.523849600 PDT","0.204556900","0.003426200","172.217.14.86","172.17.0.2","17","798","eth:ethertype:ip:udp:data","756"
"111","May 24, 2022 22:40:30.524973300 PDT","0.205680600","0.001123700","142.251.40.33","172.17.0.2","17","69","eth:ethertype:ip:udp:data","27"
"112","May 24, 2022 22:40:30.526518400 PDT","0.207225700","0.001545100","142.251.40.33","172.17.0.2","17","1288","eth:ethertype:ip:udp:data","1246"
"113","May 24, 2022 22:40:30.526519400 PDT","0.207226700","0.000001000","142.251.40.33","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"114","May 24, 2022 22:40:30.526520000 PDT","0.207227300","0.000000600","142.251.40.33","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"115","May 24, 2022 22:40:30.526520600 PDT","0.207227900","0.000000600","142.251.40.33","172.17.0.2","17","884","eth:ethertype:ip:udp:data","842"
"116","May 24, 2022 22:40:30.526764700 PDT","0.207472000","0.000244100","172.17.0.2","142.251.40.33","17","77","eth:ethertype:ip:udp:data","35"
"117","May 24, 2022 22:40:30.526828600 PDT","0.207535900","0.000063900","172.17.0.2","142.251.40.33","17","75","eth:ethertype:ip:udp:data","33"
"118","May 24, 2022 22:40:30.549966700 PDT","0.230674000","0.023138100","172.17.0.2","172.217.14.86","17","76","eth:ethertype:ip:udp:data","34"
"119","May 24, 2022 22:40:30.550626800 PDT","0.231334100","0.000660100","142.251.40.33","172.17.0.2","17","67","eth:ethertype:ip:udp:data","25"
"120","May 24, 2022 22:40:30.553033300 PDT","0.233740600","0.002406500","172.17.0.2","142.251.40.33","17","75","eth:ethertype:ip:udp:data","33"
"121","May 24, 2022 22:40:30.585622300 PDT","0.266329600","0.032589000","172.17.0.2","142.250.72.238","17","958","eth:ethertype:ip:udp:data","916"
"122","May 24, 2022 22:40:30.587369600 PDT","0.268076900","0.001747300","172.17.0.2","142.250.72.238","17","309","eth:ethertype:ip:udp:data","267"
"123","May 24, 2022 22:40:30.588077700 PDT","0.268785000","0.000708100","172.217.14.86","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"124","May 24, 2022 22:40:30.597915300 PDT","0.278622600","0.009837600","142.251.40.33","172.17.0.2","17","67","eth:ethertype:ip:udp:data","25"
"125","May 24, 2022 22:40:30.607499300 PDT","0.288206600","0.009584000","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"126","May 24, 2022 22:40:30.608526000 PDT","0.289233300","0.001026700","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"127","May 24, 2022 22:40:30.608526900 PDT","0.289234200","0.000000900","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"128","May 24, 2022 22:40:30.612136800 PDT","0.292844100","0.003609900","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"129","May 24, 2022 22:40:30.632403500 PDT","0.313110800","0.020266700","142.250.72.238","172.17.0.2","17","84","eth:ethertype:ip:udp:data","42"
"130","May 24, 2022 22:40:30.632614700 PDT","0.313322000","0.000211200","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"131","May 24, 2022 22:40:30.634534700 PDT","0.315242000","0.001920000","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"132","May 24, 2022 22:40:30.639110200 PDT","0.319817500","0.004575500","142.250.72.238","172.17.0.2","17","84","eth:ethertype:ip:udp:data","42"
"133","May 24, 2022 22:40:30.639111100 PDT","0.319818400","0.000000900","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"134","May 24, 2022 22:40:30.639358300 PDT","0.320065600","0.000247200","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"135","May 24, 2022 22:40:30.644051500 PDT","0.324758800","0.004693200","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"136","May 24, 2022 22:40:30.653129100 PDT","0.333836400","0.009077600","172.17.0.2","74.125.170.56","6","66","eth:ethertype:ip:tcp",
"137","May 24, 2022 22:40:30.661907300 PDT","0.342614600","0.008778200","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"138","May 24, 2022 22:40:31.293158500 PDT","0.973865800","0.631251200","172.17.0.2","74.125.157.138","6","66","eth:ethertype:ip:tcp",
"139","May 24, 2022 22:40:32.400254700 PDT","2.080962000","1.107096200","172.17.0.2","142.250.72.238","17","701","eth:ethertype:ip:udp:data","659"
"140","May 24, 2022 22:40:32.416852600 PDT","2.097559900","0.016597900","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"141","May 24, 2022 22:40:32.417852400 PDT","2.098559700","0.000999800","172.17.0.2","142.250.72.238","17","914","eth:ethertype:ip:udp:data","872"
"142","May 24, 2022 22:40:32.433856600 PDT","2.114563900","0.016004200","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"143","May 24, 2022 22:40:32.438326900 PDT","2.119034200","0.004470300","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"144","May 24, 2022 22:40:32.444846000 PDT","2.125553300","0.006519100","142.250.72.238","172.17.0.2","17","116","eth:ethertype:ip:udp:data","74"
"145","May 24, 2022 22:40:32.445079200 PDT","2.125786500","0.000233200","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"146","May 24, 2022 22:40:32.445319800 PDT","2.126027100","0.000240600","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"147","May 24, 2022 22:40:32.450898700 PDT","2.131606000","0.005578900","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"148","May 24, 2022 22:40:32.462899400 PDT","2.143606700","0.012000700","142.250.72.238","172.17.0.2","17","141","eth:ethertype:ip:udp:data","99"
"149","May 24, 2022 22:40:32.463202500 PDT","2.143909800","0.000303100","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"150","May 24, 2022 22:40:32.465198400 PDT","2.145905700","0.001995900","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"151","May 24, 2022 22:40:32.470292500 PDT","2.150999800","0.005094100","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"152","May 24, 2022 22:40:32.484642000 PDT","2.165349300","0.014349500","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"153","May 24, 2022 22:40:34.348988800 PDT","4.029696100","1.864346800","172.17.0.2","142.250.72.238","17","647","eth:ethertype:ip:udp:data","605"
"154","May 24, 2022 22:40:34.364041700 PDT","4.044749000","0.015052900","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"155","May 24, 2022 22:40:34.368558500 PDT","4.049265800","0.004516800","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"156","May 24, 2022 22:40:34.391277300 PDT","4.071984600","0.022718800","142.250.72.238","172.17.0.2","17","121","eth:ethertype:ip:udp:data","79"
"157","May 24, 2022 22:40:34.391554500 PDT","4.072261800","0.000277200","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"158","May 24, 2022 22:40:34.392065700 PDT","4.072773000","0.000511200","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"159","May 24, 2022 22:40:34.397057600 PDT","4.077764900","0.004991900","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"160","May 24, 2022 22:40:34.399756500 PDT","4.080463800","0.002698900","172.17.0.2","142.250.72.238","17","756","eth:ethertype:ip:udp:data","714"
"161","May 24, 2022 22:40:34.413016300 PDT","4.093723600","0.013259800","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"162","May 24, 2022 22:40:34.419955700 PDT","4.100663000","0.006939400","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"163","May 24, 2022 22:40:34.424438100 PDT","4.105145400","0.004482400","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"164","May 24, 2022 22:40:34.446925400 PDT","4.127632700","0.022487300","142.250.72.238","172.17.0.2","17","92","eth:ethertype:ip:udp:data","50"
"165","May 24, 2022 22:40:34.446926400 PDT","4.127633700","0.000001000","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"166","May 24, 2022 22:40:34.447107600 PDT","4.127814900","0.000181200","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"167","May 24, 2022 22:40:34.451492800 PDT","4.132200100","0.004385200","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"168","May 24, 2022 22:40:34.479433000 PDT","4.160140300","0.027940200","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"169","May 24, 2022 22:40:35.135204700 PDT","4.815912000","0.655771700","172.17.0.2","142.250.72.238","17","1287","eth:ethertype:ip:udp:data","1245"
"170","May 24, 2022 22:40:35.135262000 PDT","4.815969300","0.000057300","172.17.0.2","142.250.72.238","17","1211","eth:ethertype:ip:udp:data","1169"
"171","May 24, 2022 22:40:35.167732400 PDT","4.848439700","0.032470400","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"172","May 24, 2022 22:40:35.167733400 PDT","4.848440700","0.000001000","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"173","May 24, 2022 22:40:35.172303100 PDT","4.853010400","0.004569700","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"174","May 24, 2022 22:40:35.238789200 PDT","4.919496500","0.066486100","142.250.72.238","172.17.0.2","17","122","eth:ethertype:ip:udp:data","80"
"175","May 24, 2022 22:40:35.239050200 PDT","4.919757500","0.000261000","172.17.0.2","142.250.72.238","17","81","eth:ethertype:ip:udp:data","39"
"176","May 24, 2022 22:40:35.255622500 PDT","4.936329800","0.016572300","142.250.72.238","172.17.0.2","17","71","eth:ethertype:ip:udp:data","29"
"177","May 24, 2022 22:40:35.260564400 PDT","4.941271700","0.004941900","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"178","May 24, 2022 22:40:35.517289800 PDT","5.197997100","0.256725400","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"179","May 24, 2022 22:40:35.517374000 PDT","5.198081300","0.000084200","172.17.0.2","142.250.72.238","17","490","eth:ethertype:ip:udp:data","448"
"180","May 24, 2022 22:40:35.517413100 PDT","5.198120400","0.000039100","172.17.0.2","142.250.72.238","17","107","eth:ethertype:ip:udp:data","65"
"181","May 24, 2022 22:40:35.540175700 PDT","5.220883000","0.022762600","142.250.72.238","172.17.0.2","17","67","eth:ethertype:ip:udp:data","25"
"182","May 24, 2022 22:40:35.541194500 PDT","5.221901800","0.001018800","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"183","May 24, 2022 22:40:35.545693400 PDT","5.226400700","0.004498900","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"184","May 24, 2022 22:40:35.585505100 PDT","5.266212400","0.039811700","142.250.72.238","172.17.0.2","17","134","eth:ethertype:ip:udp:data","92"
"185","May 24, 2022 22:40:35.585506000 PDT","5.266213300","0.000000900","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"186","May 24, 2022 22:40:35.585728000 PDT","5.266435300","0.000222000","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"187","May 24, 2022 22:40:35.590512800 PDT","5.271220100","0.004784800","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"188","May 24, 2022 22:40:35.615348100 PDT","5.296055400","0.024835300","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"189","May 24, 2022 22:40:37.932989300 PDT","7.613696600","2.317641200","172.17.0.2","74.125.170.56","6","66","eth:ethertype:ip:tcp",
"190","May 24, 2022 22:40:37.968580500 PDT","7.649287800","0.035591200","172.17.0.2","142.250.72.238","17","941","eth:ethertype:ip:udp:data","899"
"191","May 24, 2022 22:40:38.002222400 PDT","7.682929700","0.033641900","142.250.72.238","172.17.0.2","17","72","eth:ethertype:ip:udp:data","30"
"192","May 24, 2022 22:40:38.006594500 PDT","7.687301800","0.004372100","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"193","May 24, 2022 22:40:38.037924700 PDT","7.718632000","0.031330200","142.250.72.238","172.17.0.2","17","163","eth:ethertype:ip:udp:data","121"
"194","May 24, 2022 22:40:38.037925700 PDT","7.718633000","0.000001000","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"195","May 24, 2022 22:40:38.038154200 PDT","7.718861500","0.000228500","172.17.0.2","142.250.72.238","17","79","eth:ethertype:ip:udp:data","37"
"196","May 24, 2022 22:40:38.043039500 PDT","7.723746800","0.004885300","172.17.0.2","142.250.72.238","17","75","eth:ethertype:ip:udp:data","33"
"197","May 24, 2022 22:40:38.058445600 PDT","7.739152900","0.015406100","142.250.72.238","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"198","May 24, 2022 22:40:38.573148500 PDT","8.253855800","0.514702900","172.17.0.2","74.125.170.56","6","66","eth:ethertype:ip:tcp",
"199","May 24, 2022 22:40:39.697865200 PDT","9.378572500","1.124716700","172.17.0.2","142.250.72.238","17","1287","eth:ethertype:ip:udp:data","1245"
"200","May 24, 2022 22:40:39.697955600 PDT","9.378662900","0.000090400","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"201","May 24, 2022 22:40:39.697978100 PDT","9.378685400","0.000022500","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"202","May 24, 2022 22:40:39.697998600 PDT","9.378705900","0.000020500","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"203","May 24, 2022 22:40:39.698023300 PDT","9.378730600","0.000024700","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"204","May 24, 2022 22:40:39.698041100 PDT","9.378748400","0.000017800","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"205","May 24, 2022 22:40:39.698057800 PDT","9.378765100","0.000016700","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"206","May 24, 2022 22:40:39.698072700 PDT","9.378780000","0.000014900","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"207","May 24, 2022 22:40:39.698088400 PDT","9.378795700","0.000015700","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"208","May 24, 2022 22:40:39.698103700 PDT","9.378811000","0.000015300","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"209","May 24, 2022 22:40:39.698118700 PDT","9.378826000","0.000015000","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"210","May 24, 2022 22:40:39.698133900 PDT","9.378841200","0.000015200","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"211","May 24, 2022 22:40:39.698148900 PDT","9.378856200","0.000015000","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"212","May 24, 2022 22:40:39.698164000 PDT","9.378871300","0.000015100","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"213","May 24, 2022 22:40:39.698179600 PDT","9.378886900","0.000015600","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"214","May 24, 2022 22:40:39.698194800 PDT","9.378902100","0.000015200","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"215","May 24, 2022 22:40:39.700468900 PDT","9.381176200","0.002274100","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"216","May 24, 2022 22:40:39.700521700 PDT","9.381229000","0.000052800","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"217","May 24, 2022 22:40:39.700543900 PDT","9.381251200","0.000022200","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"218","May 24, 2022 22:40:39.700560300 PDT","9.381267600","0.000016400","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"219","May 24, 2022 22:40:39.700576700 PDT","9.381284000","0.000016400","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"220","May 24, 2022 22:40:39.700591900 PDT","9.381299200","0.000015200","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"221","May 24, 2022 22:40:39.700606700 PDT","9.381314000","0.000014800","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"222","May 24, 2022 22:40:39.700621800 PDT","9.381329100","0.000015100","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"223","May 24, 2022 22:40:39.700636500 PDT","9.381343800","0.000014700","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"224","May 24, 2022 22:40:39.700651500 PDT","9.381358800","0.000015000","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"225","May 24, 2022 22:40:39.700667000 PDT","9.381374300","0.000015500","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"226","May 24, 2022 22:40:39.700682100 PDT","9.381389400","0.000015100","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"227","May 24, 2022 22:40:39.702855500 PDT","9.383562800","0.002173400","172.17.0.2","142.250.72.238","17","1292","eth:ethertype:ip:udp:data","1250"
"228","May 24, 2022 22:40:39.702903800 PDT","9.383611100","0.000048300","172.17.0.2","142.250.72.238","17","1018","eth:ethertype:ip:udp:data","976"
